Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_152_701,VPWR,li1,330.7400,427.0400,1.800000
FILLER_152_699,VPWR,li1,327.2900,427.0400,1.800000
FILLER_152_693,VPWR,li1,325.6800,427.0400,1.800000
FILLER_152_681,VPWR,li1,321.5400,427.0400,1.800000
FILLER_152_669,VPWR,li1,316.0200,427.0400,1.800000
FILLER_152_657,VPWR,li1,310.5000,427.0400,1.800000
FILLER_152_645,VPWR,li1,304.9800,427.0400,1.800000
FILLER_152_643,VPWR,li1,301.5300,427.0400,1.800000
FILLER_152_637,VPWR,li1,299.9200,427.0400,1.800000
FILLER_152_625,VPWR,li1,295.7800,427.0400,1.800000
FILLER_152_613,VPWR,li1,290.2600,427.0400,1.800000
FILLER_152_601,VPWR,li1,284.7400,427.0400,1.800000
FILLER_152_589,VPWR,li1,279.2200,427.0400,1.800000
FILLER_152_585,VPWR,li1,275.3100,427.0400,1.800000
FILLER_152_573,VPWR,li1,271.8600,427.0400,1.800000
FILLER_152_557,VPWR,li1,264.5000,427.0400,1.800000
FILLER_152_545,VPWR,li1,258.9800,427.0400,1.800000
FILLER_152_533,VPWR,li1,253.4600,427.0400,1.800000
FILLER_152_531,VPWR,li1,250.0100,427.0400,1.800000
FILLER_152_525,VPWR,li1,248.4000,427.0400,1.800000
FILLER_152_513,VPWR,li1,244.2600,427.0400,1.800000
FILLER_152_501,VPWR,li1,238.7400,427.0400,1.800000
FILLER_152_489,VPWR,li1,233.2200,427.0400,1.800000
FILLER_152_477,VPWR,li1,227.7000,427.0400,1.800000
FILLER_152_475,VPWR,li1,224.2500,427.0400,1.800000
FILLER_152_469,VPWR,li1,222.6400,427.0400,1.800000
FILLER_152_457,VPWR,li1,218.5000,427.0400,1.800000
FILLER_152_445,VPWR,li1,212.9800,427.0400,1.800000
FILLER_152_433,VPWR,li1,207.4600,427.0400,1.800000
FILLER_152_421,VPWR,li1,201.9400,427.0400,1.800000
FILLER_152_419,VPWR,li1,198.4900,427.0400,1.800000
FILLER_152_413,VPWR,li1,196.8800,427.0400,1.800000
FILLER_152_401,VPWR,li1,192.7400,427.0400,1.800000
FILLER_152_389,VPWR,li1,187.2200,427.0400,1.800000
FILLER_152_377,VPWR,li1,181.7000,427.0400,1.800000
FILLER_152_365,VPWR,li1,176.1800,427.0400,1.800000
FILLER_152_363,VPWR,li1,172.7300,427.0400,1.800000
FILLER_152_357,VPWR,li1,171.1200,427.0400,1.800000
FILLER_152_345,VPWR,li1,166.9800,427.0400,1.800000
FILLER_152_333,VPWR,li1,161.4600,427.0400,1.800000
FILLER_152_321,VPWR,li1,155.9400,427.0400,1.800000
FILLER_152_309,VPWR,li1,150.4200,427.0400,1.800000
FILLER_152_307,VPWR,li1,146.9700,427.0400,1.800000
FILLER_152_301,VPWR,li1,145.3600,427.0400,1.800000
FILLER_152_289,VPWR,li1,141.2200,427.0400,1.800000
FILLER_152_277,VPWR,li1,135.7000,427.0400,1.800000
FILLER_152_265,VPWR,li1,130.1800,427.0400,1.800000
FILLER_152_253,VPWR,li1,124.6600,427.0400,1.800000
FILLER_152_251,VPWR,li1,121.2100,427.0400,1.800000
FILLER_152_245,VPWR,li1,119.6000,427.0400,1.800000
FILLER_152_233,VPWR,li1,115.4600,427.0400,1.800000
FILLER_152_221,VPWR,li1,109.9400,427.0400,1.800000
FILLER_152_209,VPWR,li1,104.4200,427.0400,1.800000
FILLER_152_197,VPWR,li1,98.9000,427.0400,1.800000
FILLER_152_195,VPWR,li1,95.4500,427.0400,1.800000
FILLER_152_189,VPWR,li1,93.8400,427.0400,1.800000
FILLER_152_177,VPWR,li1,89.7000,427.0400,1.800000
FILLER_152_165,VPWR,li1,84.1800,427.0400,1.800000
FILLER_152_153,VPWR,li1,78.6600,427.0400,1.800000
FILLER_152_141,VPWR,li1,73.1400,427.0400,1.800000
FILLER_152_139,VPWR,li1,69.6900,427.0400,1.800000
FILLER_152_133,VPWR,li1,68.0800,427.0400,1.800000
FILLER_152_121,VPWR,li1,63.9400,427.0400,1.800000
FILLER_152_109,VPWR,li1,58.4200,427.0400,1.800000
FILLER_152_97,VPWR,li1,52.9000,427.0400,1.800000
FILLER_152_85,VPWR,li1,47.3800,427.0400,1.800000
FILLER_152_83,VPWR,li1,43.9300,427.0400,1.800000
FILLER_152_77,VPWR,li1,42.3200,427.0400,1.800000
FILLER_152_65,VPWR,li1,38.1800,427.0400,1.800000
FILLER_152_53,VPWR,li1,32.6600,427.0400,1.800000
FILLER_152_41,VPWR,li1,27.1400,427.0400,1.800000
FILLER_152_29,VPWR,li1,21.6200,427.0400,1.800000
FILLER_152_27,VPWR,li1,18.1700,427.0400,1.800000
FILLER_152_15,VPWR,li1,15.1800,427.0400,1.800000
FILLER_152_3,VPWR,li1,9.6600,427.0400,1.800000
FILLER_151_909,VPWR,li1,423.8900,421.6000,1.800000
FILLER_151_897,VPWR,li1,420.9000,421.6000,1.800000
FILLER_151_895,VPWR,li1,417.4500,421.6000,1.800000
FILLER_151_889,VPWR,li1,415.8400,421.6000,1.800000
FILLER_151_877,VPWR,li1,411.7000,421.6000,1.800000
FILLER_151_865,VPWR,li1,406.1800,421.6000,1.800000
FILLER_151_853,VPWR,li1,400.6600,421.6000,1.800000
FILLER_151_841,VPWR,li1,395.1400,421.6000,1.800000
FILLER_151_839,VPWR,li1,391.6900,421.6000,1.800000
FILLER_151_833,VPWR,li1,390.0800,421.6000,1.800000
FILLER_151_821,VPWR,li1,385.9400,421.6000,1.800000
FILLER_151_809,VPWR,li1,380.4200,421.6000,1.800000
FILLER_151_797,VPWR,li1,374.9000,421.6000,1.800000
FILLER_151_785,VPWR,li1,369.3800,421.6000,1.800000
FILLER_151_783,VPWR,li1,365.9300,421.6000,1.800000
FILLER_151_777,VPWR,li1,364.3200,421.6000,1.800000
FILLER_151_765,VPWR,li1,360.1800,421.6000,1.800000
FILLER_151_753,VPWR,li1,354.6600,421.6000,1.800000
FILLER_151_741,VPWR,li1,349.1400,421.6000,1.800000
FILLER_151_729,VPWR,li1,343.6200,421.6000,1.800000
FILLER_151_727,VPWR,li1,340.1700,421.6000,1.800000
FILLER_151_721,VPWR,li1,338.5600,421.6000,1.800000
FILLER_151_709,VPWR,li1,334.4200,421.6000,1.800000
FILLER_151_697,VPWR,li1,328.9000,421.6000,1.800000
FILLER_151_685,VPWR,li1,323.3800,421.6000,1.800000
FILLER_151_673,VPWR,li1,317.8600,421.6000,1.800000
FILLER_151_671,VPWR,li1,314.4100,421.6000,1.800000
FILLER_151_665,VPWR,li1,312.8000,421.6000,1.800000
FILLER_151_653,VPWR,li1,308.6600,421.6000,1.800000
FILLER_151_641,VPWR,li1,303.1400,421.6000,1.800000
FILLER_151_629,VPWR,li1,297.6200,421.6000,1.800000
FILLER_151_617,VPWR,li1,292.1000,421.6000,1.800000
FILLER_151_615,VPWR,li1,288.6500,421.6000,1.800000
FILLER_151_609,VPWR,li1,287.0400,421.6000,1.800000
FILLER_151_597,VPWR,li1,282.9000,421.6000,1.800000
FILLER_151_585,VPWR,li1,277.3800,421.6000,1.800000
FILLER_151_573,VPWR,li1,271.8600,421.6000,1.800000
FILLER_151_561,VPWR,li1,266.3400,421.6000,1.800000
FILLER_151_559,VPWR,li1,262.8900,421.6000,1.800000
FILLER_151_553,VPWR,li1,261.2800,421.6000,1.800000
FILLER_151_541,VPWR,li1,257.1400,421.6000,1.800000
FILLER_151_529,VPWR,li1,251.6200,421.6000,1.800000
FILLER_151_517,VPWR,li1,246.1000,421.6000,1.800000
FILLER_151_505,VPWR,li1,240.5800,421.6000,1.800000
FILLER_151_503,VPWR,li1,237.1300,421.6000,1.800000
FILLER_151_497,VPWR,li1,235.5200,421.6000,1.800000
FILLER_151_485,VPWR,li1,231.3800,421.6000,1.800000
FILLER_151_473,VPWR,li1,225.8600,421.6000,1.800000
FILLER_151_461,VPWR,li1,220.3400,421.6000,1.800000
FILLER_151_449,VPWR,li1,214.8200,421.6000,1.800000
FILLER_151_447,VPWR,li1,211.3700,421.6000,1.800000
FILLER_151_441,VPWR,li1,209.7600,421.6000,1.800000
FILLER_151_429,VPWR,li1,205.6200,421.6000,1.800000
FILLER_151_417,VPWR,li1,200.1000,421.6000,1.800000
FILLER_151_405,VPWR,li1,194.5800,421.6000,1.800000
FILLER_151_393,VPWR,li1,189.0600,421.6000,1.800000
FILLER_151_391,VPWR,li1,185.6100,421.6000,1.800000
FILLER_151_385,VPWR,li1,184.0000,421.6000,1.800000
FILLER_151_373,VPWR,li1,179.8600,421.6000,1.800000
FILLER_151_361,VPWR,li1,174.3400,421.6000,1.800000
FILLER_151_349,VPWR,li1,168.8200,421.6000,1.800000
FILLER_151_337,VPWR,li1,163.3000,421.6000,1.800000
FILLER_151_335,VPWR,li1,159.8500,421.6000,1.800000
FILLER_151_329,VPWR,li1,158.2400,421.6000,1.800000
FILLER_151_317,VPWR,li1,154.1000,421.6000,1.800000
FILLER_151_305,VPWR,li1,148.5800,421.6000,1.800000
FILLER_151_293,VPWR,li1,143.0600,421.6000,1.800000
FILLER_151_281,VPWR,li1,137.5400,421.6000,1.800000
FILLER_151_279,VPWR,li1,134.0900,421.6000,1.800000
FILLER_151_273,VPWR,li1,132.4800,421.6000,1.800000
FILLER_151_261,VPWR,li1,128.3400,421.6000,1.800000
FILLER_151_249,VPWR,li1,122.8200,421.6000,1.800000
FILLER_151_237,VPWR,li1,117.3000,421.6000,1.800000
FILLER_151_225,VPWR,li1,111.7800,421.6000,1.800000
FILLER_151_223,VPWR,li1,108.3300,421.6000,1.800000
FILLER_151_217,VPWR,li1,106.7200,421.6000,1.800000
FILLER_151_205,VPWR,li1,102.5800,421.6000,1.800000
FILLER_151_193,VPWR,li1,97.0600,421.6000,1.800000
FILLER_151_181,VPWR,li1,91.5400,421.6000,1.800000
FILLER_151_169,VPWR,li1,86.0200,421.6000,1.800000
FILLER_151_167,VPWR,li1,82.5700,421.6000,1.800000
FILLER_151_161,VPWR,li1,80.9600,421.6000,1.800000
FILLER_151_149,VPWR,li1,76.8200,421.6000,1.800000
FILLER_151_137,VPWR,li1,71.3000,421.6000,1.800000
FILLER_151_125,VPWR,li1,65.7800,421.6000,1.800000
FILLER_151_113,VPWR,li1,60.2600,421.6000,1.800000
FILLER_151_111,VPWR,li1,56.8100,421.6000,1.800000
FILLER_151_105,VPWR,li1,55.2000,421.6000,1.800000
FILLER_151_93,VPWR,li1,51.0600,421.6000,1.800000
FILLER_151_81,VPWR,li1,45.5400,421.6000,1.800000
FILLER_151_69,VPWR,li1,40.0200,421.6000,1.800000
FILLER_151_57,VPWR,li1,34.5000,421.6000,1.800000
FILLER_151_55,VPWR,li1,31.0500,421.6000,1.800000
FILLER_151_51,VPWR,li1,29.9000,421.6000,1.800000
FILLER_151_39,VPWR,li1,26.2200,421.6000,1.800000
FILLER_151_27,VPWR,li1,20.7000,421.6000,1.800000
FILLER_151_15,VPWR,li1,15.1800,421.6000,1.800000
FILLER_151_3,VPWR,li1,9.6600,421.6000,1.800000
FILLER_150_909,VPWR,li1,423.8900,421.6000,1.800000
FILLER_150_905,VPWR,li1,422.7400,421.6000,1.800000
FILLER_150_893,VPWR,li1,419.0600,421.6000,1.800000
FILLER_150_881,VPWR,li1,413.5400,421.6000,1.800000
FILLER_150_869,VPWR,li1,408.0200,421.6000,1.800000
FILLER_150_867,VPWR,li1,404.5700,421.6000,1.800000
FILLER_150_861,VPWR,li1,402.9600,421.6000,1.800000
FILLER_150_849,VPWR,li1,398.8200,421.6000,1.800000
FILLER_150_837,VPWR,li1,393.3000,421.6000,1.800000
FILLER_150_825,VPWR,li1,387.7800,421.6000,1.800000
FILLER_150_813,VPWR,li1,382.2600,421.6000,1.800000
FILLER_150_811,VPWR,li1,378.8100,421.6000,1.800000
FILLER_150_805,VPWR,li1,377.2000,421.6000,1.800000
FILLER_150_793,VPWR,li1,373.0600,421.6000,1.800000
FILLER_150_781,VPWR,li1,367.5400,421.6000,1.800000
FILLER_150_769,VPWR,li1,362.0200,421.6000,1.800000
FILLER_150_757,VPWR,li1,356.5000,421.6000,1.800000
FILLER_150_755,VPWR,li1,353.0500,421.6000,1.800000
FILLER_150_749,VPWR,li1,351.4400,421.6000,1.800000
FILLER_150_737,VPWR,li1,347.3000,421.6000,1.800000
FILLER_150_725,VPWR,li1,341.7800,421.6000,1.800000
FILLER_150_713,VPWR,li1,336.2600,421.6000,1.800000
FILLER_150_701,VPWR,li1,330.7400,421.6000,1.800000
FILLER_150_699,VPWR,li1,327.2900,421.6000,1.800000
FILLER_150_693,VPWR,li1,325.6800,421.6000,1.800000
FILLER_150_681,VPWR,li1,321.5400,421.6000,1.800000
FILLER_150_669,VPWR,li1,316.0200,421.6000,1.800000
FILLER_150_657,VPWR,li1,310.5000,421.6000,1.800000
FILLER_150_645,VPWR,li1,304.9800,421.6000,1.800000
FILLER_150_643,VPWR,li1,301.5300,421.6000,1.800000
FILLER_150_637,VPWR,li1,299.9200,421.6000,1.800000
FILLER_150_625,VPWR,li1,295.7800,421.6000,1.800000
FILLER_150_613,VPWR,li1,290.2600,421.6000,1.800000
FILLER_150_601,VPWR,li1,284.7400,421.6000,1.800000
FILLER_150_589,VPWR,li1,279.2200,421.6000,1.800000
FILLER_150_587,VPWR,li1,275.7700,421.6000,1.800000
FILLER_150_581,VPWR,li1,274.1600,421.6000,1.800000
FILLER_150_569,VPWR,li1,270.0200,421.6000,1.800000
FILLER_150_557,VPWR,li1,264.5000,421.6000,1.800000
FILLER_150_545,VPWR,li1,258.9800,421.6000,1.800000
FILLER_150_533,VPWR,li1,253.4600,421.6000,1.800000
FILLER_150_531,VPWR,li1,250.0100,421.6000,1.800000
FILLER_150_525,VPWR,li1,248.4000,421.6000,1.800000
FILLER_150_513,VPWR,li1,244.2600,421.6000,1.800000
FILLER_150_501,VPWR,li1,238.7400,421.6000,1.800000
FILLER_150_489,VPWR,li1,233.2200,421.6000,1.800000
FILLER_150_477,VPWR,li1,227.7000,421.6000,1.800000
FILLER_150_475,VPWR,li1,224.2500,421.6000,1.800000
FILLER_150_469,VPWR,li1,222.6400,421.6000,1.800000
FILLER_150_457,VPWR,li1,218.5000,421.6000,1.800000
FILLER_150_445,VPWR,li1,212.9800,421.6000,1.800000
FILLER_150_433,VPWR,li1,207.4600,421.6000,1.800000
FILLER_150_421,VPWR,li1,201.9400,421.6000,1.800000
FILLER_150_419,VPWR,li1,198.4900,421.6000,1.800000
FILLER_150_413,VPWR,li1,196.8800,421.6000,1.800000
FILLER_150_401,VPWR,li1,192.7400,421.6000,1.800000
FILLER_150_389,VPWR,li1,187.2200,421.6000,1.800000
FILLER_150_377,VPWR,li1,181.7000,421.6000,1.800000
FILLER_150_365,VPWR,li1,176.1800,421.6000,1.800000
FILLER_150_363,VPWR,li1,172.7300,421.6000,1.800000
FILLER_150_357,VPWR,li1,171.1200,421.6000,1.800000
FILLER_150_345,VPWR,li1,166.9800,421.6000,1.800000
FILLER_150_333,VPWR,li1,161.4600,421.6000,1.800000
FILLER_150_321,VPWR,li1,155.9400,421.6000,1.800000
FILLER_150_309,VPWR,li1,150.4200,421.6000,1.800000
FILLER_150_307,VPWR,li1,146.9700,421.6000,1.800000
FILLER_150_301,VPWR,li1,145.3600,421.6000,1.800000
FILLER_150_289,VPWR,li1,141.2200,421.6000,1.800000
FILLER_150_277,VPWR,li1,135.7000,421.6000,1.800000
FILLER_150_265,VPWR,li1,130.1800,421.6000,1.800000
FILLER_150_253,VPWR,li1,124.6600,421.6000,1.800000
FILLER_150_251,VPWR,li1,121.2100,421.6000,1.800000
FILLER_150_245,VPWR,li1,119.6000,421.6000,1.800000
FILLER_150_233,VPWR,li1,115.4600,421.6000,1.800000
FILLER_150_221,VPWR,li1,109.9400,421.6000,1.800000
FILLER_150_209,VPWR,li1,104.4200,421.6000,1.800000
FILLER_150_197,VPWR,li1,98.9000,421.6000,1.800000
FILLER_150_195,VPWR,li1,95.4500,421.6000,1.800000
FILLER_150_189,VPWR,li1,93.8400,421.6000,1.800000
FILLER_150_177,VPWR,li1,89.7000,421.6000,1.800000
FILLER_150_165,VPWR,li1,84.1800,421.6000,1.800000
FILLER_150_153,VPWR,li1,78.6600,421.6000,1.800000
FILLER_150_141,VPWR,li1,73.1400,421.6000,1.800000
FILLER_150_139,VPWR,li1,69.6900,421.6000,1.800000
FILLER_150_133,VPWR,li1,68.0800,421.6000,1.800000
FILLER_150_121,VPWR,li1,63.9400,421.6000,1.800000
FILLER_150_109,VPWR,li1,58.4200,421.6000,1.800000
FILLER_150_97,VPWR,li1,52.9000,421.6000,1.800000
FILLER_150_85,VPWR,li1,47.3800,421.6000,1.800000
FILLER_150_83,VPWR,li1,43.9300,421.6000,1.800000
FILLER_150_77,VPWR,li1,42.3200,421.6000,1.800000
FILLER_150_65,VPWR,li1,38.1800,421.6000,1.800000
FILLER_150_53,VPWR,li1,32.6600,421.6000,1.800000
FILLER_150_41,VPWR,li1,27.1400,421.6000,1.800000
FILLER_150_29,VPWR,li1,21.6200,421.6000,1.800000
FILLER_150_27,VPWR,li1,18.1700,421.6000,1.800000
FILLER_150_15,VPWR,li1,15.1800,421.6000,1.800000
FILLER_150_3,VPWR,li1,9.6600,421.6000,1.800000
FILLER_149_909,VPWR,li1,423.8900,416.1600,1.800000
FILLER_149_897,VPWR,li1,420.9000,416.1600,1.800000
FILLER_149_895,VPWR,li1,417.4500,416.1600,1.800000
FILLER_149_889,VPWR,li1,415.8400,416.1600,1.800000
FILLER_149_877,VPWR,li1,411.7000,416.1600,1.800000
FILLER_149_865,VPWR,li1,406.1800,416.1600,1.800000
FILLER_149_853,VPWR,li1,400.6600,416.1600,1.800000
FILLER_149_841,VPWR,li1,395.1400,416.1600,1.800000
FILLER_149_839,VPWR,li1,391.6900,416.1600,1.800000
FILLER_149_833,VPWR,li1,390.0800,416.1600,1.800000
FILLER_149_821,VPWR,li1,385.9400,416.1600,1.800000
FILLER_149_809,VPWR,li1,380.4200,416.1600,1.800000
FILLER_149_797,VPWR,li1,374.9000,416.1600,1.800000
FILLER_149_785,VPWR,li1,369.3800,416.1600,1.800000
FILLER_149_783,VPWR,li1,365.9300,416.1600,1.800000
FILLER_149_777,VPWR,li1,364.3200,416.1600,1.800000
FILLER_149_765,VPWR,li1,360.1800,416.1600,1.800000
FILLER_149_753,VPWR,li1,354.6600,416.1600,1.800000
FILLER_149_741,VPWR,li1,349.1400,416.1600,1.800000
FILLER_149_729,VPWR,li1,343.6200,416.1600,1.800000
FILLER_149_727,VPWR,li1,340.1700,416.1600,1.800000
FILLER_149_721,VPWR,li1,338.5600,416.1600,1.800000
FILLER_149_709,VPWR,li1,334.4200,416.1600,1.800000
FILLER_149_697,VPWR,li1,328.9000,416.1600,1.800000
FILLER_149_685,VPWR,li1,323.3800,416.1600,1.800000
FILLER_149_673,VPWR,li1,317.8600,416.1600,1.800000
FILLER_149_671,VPWR,li1,314.4100,416.1600,1.800000
FILLER_149_665,VPWR,li1,312.8000,416.1600,1.800000
FILLER_149_653,VPWR,li1,308.6600,416.1600,1.800000
FILLER_149_641,VPWR,li1,303.1400,416.1600,1.800000
FILLER_149_629,VPWR,li1,297.6200,416.1600,1.800000
FILLER_149_617,VPWR,li1,292.1000,416.1600,1.800000
FILLER_149_615,VPWR,li1,288.6500,416.1600,1.800000
FILLER_149_609,VPWR,li1,287.0400,416.1600,1.800000
FILLER_149_597,VPWR,li1,282.9000,416.1600,1.800000
FILLER_149_585,VPWR,li1,277.3800,416.1600,1.800000
FILLER_149_573,VPWR,li1,271.8600,416.1600,1.800000
FILLER_149_561,VPWR,li1,266.3400,416.1600,1.800000
FILLER_149_559,VPWR,li1,262.8900,416.1600,1.800000
FILLER_149_553,VPWR,li1,261.2800,416.1600,1.800000
FILLER_149_541,VPWR,li1,257.1400,416.1600,1.800000
FILLER_149_529,VPWR,li1,251.6200,416.1600,1.800000
FILLER_149_517,VPWR,li1,246.1000,416.1600,1.800000
FILLER_149_505,VPWR,li1,240.5800,416.1600,1.800000
FILLER_149_503,VPWR,li1,237.1300,416.1600,1.800000
